ds,yhat,yhat_lower,yhat_upper
2034-05-31,1836.255847081999,1728.9034989995362,1932.55108042459
2034-06-30,1841.4581567763887,1732.5395444015398,1936.3536550245485
2034-07-31,1841.7948433364988,1730.6181128318146,1940.7314156010996
2034-08-31,1859.7856260537512,1749.6183688086942,1959.1055562254871
2034-09-30,1863.6015690877184,1749.8952236136806,1965.0428518164852
2034-10-31,1865.622422407753,1748.6676754494479,1968.8575238573735
2034-11-30,1862.7420211803817,1745.9996175588788,1966.8250496694418
2034-12-31,1873.9062006925815,1753.8120323881162,1979.149287613437
2035-01-31,1894.413037278949,1776.2497249916632,2001.309536087583
2035-02-28,1878.0327738072876,1755.7952128921004,1985.840983201801
2035-03-31,1889.3624475574784,1764.6781852545357,1998.8376695854138
2035-04-30,1902.8464415331935,1777.4839087250778,2014.8123585764095
2035-05-31,1902.4490881249403,1775.8236546141602,2018.180443397967
2035-06-30,1907.4569929751829,1777.899805785402,2021.6959625432862
2035-07-31,1906.8621560602935,1776.7569777015865,2019.5999810163814
2035-08-31,1927.4187146999298,1792.7009414207262,2042.5111896604901
2035-09-30,1930.5837370710324,1793.4811631564264,2048.099686307898
